Date,Cases,Vaccinated,Deaths,Frac_boosted,Daily_boost
2020-05-09,28552,0,2033,0,0
2020-05-08,25440,0,2341,0,0
2020-05-07,22878,0,2434,0,0
2020-05-06,22324,0,1271,0,0
2020-05-05,25927,0,1412,0,0
2020-05-04,28292,0,1609,0,0
2020-05-03,33082,0,1953,0,0
2020-05-02,31221,0,2238,0,0
2020-05-01,26774,0,2417,0,0
2020-04-30,23935,0,2111,0,0
2020-04-29,23758,0,1489,0,0
2020-04-28,26063,0,1535,0,0
2020-04-27,33603,0,1892,0,0
2020-04-26,34778,0,2103,0,0
2020-04-25,33211,0,1984,0,0
2020-04-24,30470,0,2221,0,0
2020-04-23,25927,0,2673,0,0
2020-04-22,26428,0,2077,0,0
2020-04-21,26070,0,1993,0,0
2020-04-20,28281,0,1848,0,0
2020-04-19,30316,0,2336,0,0
2020-04-18,31494,0,2445,0,0
2020-04-17,25208,0,2731,0,0
2020-04-16,25259,0,2432,0,0
2020-04-15,25244,0,1905,0,0
2020-04-14,27094,0,1857,0,0
2020-04-13,31535,0,2192,0,0
2020-04-12,33179,0,2241,0,0
2020-04-11,34743,0,2230,0,0
2020-04-10,34148,0,2221,0,0
2020-04-09,29355,0,2093,0,0
2020-04-08,28629,0,1691,0,0
2020-04-07,26984,0,1873,0,0
2020-04-06,32134,0,1540,0,0
2020-04-05,32057,0,1376,0,0
2020-04-04,29790,0,1311,0,0
2020-04-03,28674,0,1121,0,0
2020-04-02,23260,0,982,0,0
2020-04-01,15536,0,631,0,0
2020-03-31,26161,0,665,0,0
2020-03-30,20673,0,556,0,0
2020-03-29,20344,0,487,0,0
2020-03-28,18474,0,341,0,0
2020-03-27,14115,0,301,0,0
2020-03-26,11332,0,209,0,0
2020-03-25,10754,0,164,0,0
2020-03-24,10765,0,118,0,0
2020-03-23,9110,0,112,0,0
2020-03-22,7559,0,92,0,0
2020-03-21,6113,0,69,0,0
2020-03-20,4862,0,64,0,0
2020-03-19,3229,0,28,0,0
2020-03-18,2369,0,21,0,0
2020-03-17,2135,0,18,0,0
2020-03-16,1219,0,13,0,0
2020-03-15,968,0,11,0,0
2020-03-14,727,0,7,0,0
2020-03-13,525,0,12,0,0
2020-03-12,497,0,7,0,0
2020-03-11,390,0,4,0,0
2020-03-10,212,0,4,0,0
2020-03-09,146,0,5,0,0
2020-03-08,130,0,3,0,0
2020-03-07,78,0,3,0,0
2020-03-06,70,0,2,0,0
2020-03-05,51,0,3,0,0
2020-03-04,35,0,6,0,0
2020-03-03,18,0,0,0,0
2020-03-02,9,0,1,0,0
2020-03-01,4,0,0,0,0
2020-02-29,9,0,0,0,0
2020-02-28,4,0,0,0,0
2020-02-27,5,0,0,0,0
2020-02-26,8,0,0,0,0
2020-02-25,4,0,0,0,0
2020-02-24,4,0,0,0,0
2020-02-23,0,0,0,0,0
2020-02-22,6,0,0,0,0
2020-02-21,5,0,0,0,0
2020-02-20,1,0,0,0,0
2020-02-19,3,0,0,0,0
2020-02-18,5,0,0,0,0
2020-02-17,2,0,0,0,0
2020-02-16,0,0,0,0,0
2020-02-15,0,0,0,0,0
2020-02-14,0,0,0,0,0
2020-02-13,1,0,0,0,0
2020-02-12,1,0,0,0,0
2020-02-11,0,0,0,0,0
2020-02-10,0,0,0,0,0
2020-02-09,0,0,0,0,0
2020-02-08,0,0,0,0,0
2020-02-07,1,0,0,0,0
2020-02-06,0,0,0,0,0
2020-02-05,0,0,0,0,0
2020-02-04,0,0,0,0,0
2020-02-03,3,0,0,0,0
2020-02-02,3,0,0,0,0
2020-02-01,1,0,0,0,0
2020-01-31,1,0,0,0,0
2020-01-30,0,0,0,0,0
2020-01-29,0,0,0,0,0
2020-01-28,0,0,0,0,0
2020-01-27,0,0,0,0,0
2020-01-26,1,0,0,0,0
2020-01-25,0,0,0,0,0
2020-01-24,1,0,0,0,0
2020-01-23,1,0,0,0,0
